bob's burgers,"['Bob Belcher', 'Tina Belcher', 'Gene Belcher', 'Linda Belcher', 'Louise Belcher', 'Teddy', 'Mr. Frond', 'Zeke', 'Mort', 'Regular Sized Rudy', 'Tammy', 'Ollie', 'Andy', 'Jimmy Pesto', 'Ginny', 'Ms. Jacobson', 'Mr. Fischoeder', 'Hugo']"
,0
star wars: the clone wars,"['Narrator', 'Clone Troopers', 'Anakin Skywalker', 'Obi-Wan Kenobi', 'Ahsoka Tano', 'Battle Droids', 'Count Dooku', 'Mace Windu', 'Padmé Amidala', 'Mas Amedda', 'Chancellor Palpatine', 'Asajj Ventress', 'Bail Organa', 'Satine Kryze', 'Rabbit Droid', 'Darth Maul', 'Ki-Adi-Mundi', 'C-3PO']"
,0
sing 2,"['Buster Moon', 'Rosita', 'Ash', 'Meena', 'Johnny', 'Gunter', 'Miss Crawly', 'Nana', 'Suki', 'Mr. Crystal', 'Norman', 'Klaus Kickenklober', 'Darius', 'Porsha Crystal', 'Nooshy', 'Clay Calloway', 'Alfonso', 'Linda Le Bon']"
,0
human resources,"['Emmy Fairfax', 'Pete Doheny', 'Rochelle Hillhurst', 'Lionel St. Swithens', 'Walter Las Palmas', 'Connie LaCienega', 'Maury Beverley', 'Joe', 'Gil', 'Tito Taylor Thomas', 'Petra the Ambition Gremlin', 'Tyler Pico', 'Dante', 'Evelyn Crumbhorn', 'Empathy Mulholland', 'Mona', 'Gavin Reeves', 'Sonya Poinsettia']"
,0
spongebob squarepants,"['SpongeBob SquarePants', 'Squidward', 'Patrick Star', 'Mr. Krabs', 'Plankton', 'Bubble Bass', 'Karen', 'Sandy Cheeks', 'Lady Fish', 'Mrs. Puff', 'Pearl Krabs', 'Fish #114', 'Surfer', 'DoodleBob', 'Cop #2', 'Kid Fish', 'Mermaid Man', 'Barnacle Boy']"
,0
cars,"['Lightning McQueen', 'Sally Carrera', 'Doc Hudson', 'Mater', 'Ramone', 'Luigi', 'Guido', 'Flo', 'Sarge', 'Sheriff', 'Fillmore', 'Lizzie', 'Mack', 'Red', 'Chick Hicks', 'The King', 'Harv', 'Bob Cutlass']"
,0
fantastic mr. fox,"['Mr. Fox', 'Mrs. Fox', 'Badger', 'Ash', 'Kylie', 'Kristofferson', 'Franklin Bean', 'Rat', 'Coach Skip', 'Petey', 'Weasel', 'Linda Otter', 'Walter Boggis', 'Nathan Bunce', 'Mrs. Bean', 'Squirrel Contractor', 'Agnes', ""Beaver's Son""]"
,0
batman: the doom that came to gotham,"['Bruce Wayne', 'Kai Li Cain', 'Oracle', ""Sanjay 'Jay' Tawde"", 'Kirk Langstrom', 'Grendon', 'Thomas Wayne', 'James Gordon', 'Harvey Dent', 'Alfred', 'Oliver Queen', 'Dick Grayson', ""Ra's al Ghul"", 'Talia al Ghul', 'Lucius Fox', 'Cobblepot', 'Jason Blood']"
,0
encanto,"['Mirabel', 'Abuela Alma', 'Bruno', 'Félix', 'Luisa', 'Julieta', 'Pepa', 'Isabela', 'Agustín', 'Camilo', 'Antonio', 'Dolores', 'Mariano', 'Señora Guzmán', 'Young Mirabel', 'Osvaldo', 'Señora Ozma', 'Old Arturo']"
,0
mushoku tensei: jobless reincarnation,"['Rudeus Greyrat', 'Rudeus Greyrat (thought voice)', 'Additional Voices', 'Eris Boreas Greyrat', 'Ruijerd Superdia', 'Roxy Migurdia', 'Paul Greyrat', 'Lilia Greyrat', 'Ghislaine Dedoldia', 'Zenith Greyrat', 'Norn Greyrat', 'Sylphiette', 'Aisha Greyrat', 'Elinalise Dragonroad', 'Geese Nukadia', 'Talhand', 'Pax Shirone', 'Man-God']"
,0
naruto,"['Naruto Uzumaki', 'Naruto Uzumaki', 'Sakura Haruno', 'Sakura Haruno', 'Sasuke Uchiha', 'Sasuke Uchiha', 'Kakashi Hatake', 'Gaara', 'Itachi Uchiha', 'Ino Yamanaka', 'Neji Hyuga', 'Neji Hyûga', 'Kakashi Hatake', 'Shikamaru Nara', 'Shikamaru Nara', 'Kiba Inuzuka', 'Rock Lee', 'Rock Lee']"
,0
resident evil: death island,"['Zombies', 'Rebecca Chambers', 'Chris Redfield', 'Leon S. Kennedy', 'Claire Redfield', 'Jill Valentine']"
,0
【oshi no ko】,"['Aquamarine Hoshino', 'Ruby Hoshino', 'Kana Arima', 'Miyako Saitô', 'Aquamarine Hoshino', 'Ruby Hoshino', 'Kana Arima', 'Memcho', 'Miyako Saito', 'Akane Kurokawa', 'Kengo Morimoto', 'Yuki Sumi', 'Katsuya Kaburagi', 'Nobuyuki Kumano', 'Ai Hoshino', 'Akane Kurokawa', 'Minami Kotobuki', 'Taishi Gotanda']"
,0
mavka: the forest song,"['Mavka', 'Lucas', 'Kylina', 'Frol', 'Lesh', 'Uncle Leo', 'Ondina', 'Great Spirits', 'Healer', 'Villager Women', 'Narrator', 'Village musicians', 'Village musicians', 'Village musicians', 'Village musicians', ""Hush - The Forest's Noise Keeper"", 'Lucas', 'Self']"
,0
spirited away,"['Chihiro', 'Yubaba', 'Haku', 'Chihiro Ogino', 'Yubaba', 'Akio Ogino', 'Yûko Ogino', 'Aogaeru', 'Bô', 'Rin', 'Bandai-gaeru', 'Kawa no Kami', 'Chichiyaku', 'Aniyaku', 'Kamajî']"
,0
ratatouille,"['Gusteau', 'Linguini', 'Remy', 'Skinner', 'Django', 'Emile', 'Anton Ego', 'Colette', 'Horst', 'Lalo', 'Larousse', 'Mustafa', 'Lawyer (Talon Labarthe)', 'Pompidou', 'Git (Lab Rat)', 'Ambrister Minion', 'TV Narrator', 'Teen Rat']"
,0
star wars: rebels,"[""C1-10P a.k.a. 'Chopper'"", 'Ezra Bridger', 'Kanan Jarrus', 'Hera Syndulla', 'Zeb Orrelios', 'Sabine Wren', 'Rex', 'Agent Kallus', 'AP-5', 'Commander Sato', 'Grand Admiral Thrawn', 'Governor Pryce', 'Imperial Captain', 'Ahsoka Tano', 'Ryder Azadi', 'The Inquisitor', 'Cikatro Vizago', 'Maul']"
,0
moana,"['Moana', 'Maui', 'Gramma Tala', 'Chief Tui', 'Tamatoa', 'Sina', 'Heihei', 'Fisherman', 'Villager #1', 'Villager #2', 'Toddler Moana', 'Heihei', 'Chief Tui']"
,0
the lion king,"['Simba', 'Scar', 'Mufasa', 'Shenzi', 'Zazu', 'Young Nala', 'Ed', 'Rafiki', 'Nala', 'Timon', 'Sarafina', 'Banzai', 'Pumbaa', 'Sarabi', 'Young Simba', 'Lion Roars', 'Additional Voices', 'Additional Voices']"
,0
toy story,"['Woody', 'Buzz Lightyear', 'Mr. Potato Head', 'Slinky Dog', 'Rex', 'Hamm', 'Bo Peep', 'Andy', 'Sid', 'Mrs. Davis', 'Sergeant', 'Hannah', 'TV Announcer', 'Shark', 'Wounded Soldier', 'Local Announcer', 'Kid', 'Kid']"
,0
toy story,"['Woody', 'Buzz Lightyear', 'Mr. Potato Head', 'Slinky Dog', 'Rex', 'Hamm', 'Bo Peep', 'Andy', 'Sid', 'Mrs. Davis', 'Sergeant', 'Hannah', 'TV Announcer', 'Shark', 'Wounded Soldier', 'Local Announcer', 'Kid', 'Kid']"
,0
hunter x hunter,"['Narrator', 'Gon Freecss', 'Killua Zoldyck', 'Killua Zoldyck', 'Narrator', 'Gon Freecss', 'Kurapika', 'Kurapika', 'Hisoka Morow', 'Leorio Paladiknight', 'Leorio Paladiknight', 'Hisoka Morow', 'Knuckle Bine', 'Beans', 'Meleoron', 'Hanzo', 'Knuckle Bine', 'Morel Mackernasey']"
,0
archer,"['Sterling Archer', 'Cheryl Tunt', 'Pam Poovey', 'Cyril Figgis', 'Lana Kane', 'Malory Archer', 'Doctor Krieger', 'Ray Gillette', 'Barry Dillon', 'Woodhouse', 'Woodhouse', 'Fabian Kingsworth', 'Slater', 'Trinette', 'Robert', 'Len Drexler', 'Maj. Nikolai Jackov', 'Intercom']"
,0
my hero academia,"['Izuku Midoriya', 'Izuku Midoriya', 'Katsuki Bakugou', 'Katsuki Bakugo', 'Ochako Uraraka', 'Shouto Todoroki', 'Ochaco Uraraka', 'Tenya Iida', 'Shoto Todoroki', 'Shouta Aizawa', 'Eijirou Kirishima', 'Tenya Iida', 'All Might', 'Eijiro Kirishima', 'All Might', 'Hanta Sero', 'Denki Kaminari', 'Minoru Mineta']"
,0
ooku: the inner chambers,"['Madenokôji Arikoto', 'Kasuga no Tsubone', 'Gyokuei', 'Narrator', 'Masakatsu Inaba', 'Sutezô', 'Murase Masasuke', 'Katsuta Yorihide', 'Kae', 'Tadzu', 'Matsudaira Nobutsuna', 'Sawamura Denemon', 'Grandmother', 'Kogiku', 'Merchant', 'Tokugawa Iemitsu', 'Tokugawa Iemitsu (Male)', 'Kano Hisamichi']"
,0
inside out,"['Joy', 'Fear', 'Anger', 'Disgust', 'Sadness', 'Bing Bong', 'Riley', 'Mom', 'Dad', 'Forgetter Paula', 'Forgetter Bobby', 'Dream Director', 'Subconscious Guard Frank', 'Subconscious Guard Dave', 'Jangles', 'Mind Worker Cop Jake', 'Fritz', 'Helicopter Pilot']"
,0
sing,"['Buster Moon', 'Rosita', 'Mike', 'Ash', 'Eddie', 'Johnny', 'Meena', 'Nana', 'Young Nana', 'Miss Crawly', 'Big Daddy', 'Gunter', 'Lance', ""Meena's Grandfather"", 'Norman', ""Meena's Mother"", 'Judith', ""Meena's Grandmother""]"
,0
the incredibles,"['Bob Parr', 'Lucius Best', 'Helen Parr', 'Buddy Pine', 'Bomb Voyage', 'Newsreel Narrator', 'Mrs. Hogenson', 'Jack-Jack Parr', 'Jack-Jack Parr', 'Gilbert Huph', ""Dashiell 'Dash' Parr"", 'Bernie Kropp', 'Principal', 'Violet Parr', 'Tony Rydinger', 'Mirage', 'Rick Dicker', ""Edna 'E' Mode""]"
,0
adventure time,"['Jake', 'Finn', 'Ice King', 'Princess Bubblegum', 'BMO', 'Lumpy Space Princess', 'Cinnamon Bun', 'Additional Voices', 'Peppermint Butler', 'Marceline', 'Joshua', 'Additional Voices', 'Tree Trunks', 'Flame Princess', 'N.E.P.T.R.', 'Susan Strong', 'Mr. Fox', 'Earl of Lemongrab']"
,0
luck,"['Sam', 'Bob', 'Dragon', 'Captain', 'Gerry', 'Marv', 'Jeff the Unicorn', 'Rootie', 'Hazel', 'Mrs. Rivera', 'Social Worker', ""Hazel's Mom"", 'Gael', 'Typing Bunny', 'Phil the Pig Foreman', ""Hazel's Dad"", 'Quinn']"
,0
zootopia,"['Judy Hopps', 'Nick Wilde', 'Chief Bogo', 'Bellwether', 'Clawhauser', 'Bonnie Hopps', 'Stu Hopps', 'Yax', 'Mayor Lionheart', 'Mrs. Otterton', 'Duke Weaselton', 'Gazelle', 'Flash', 'Young Hopps', 'Mr. Big', 'Gideon Grey', 'Drill Sergeant', 'Jerry Jumbeaux Jr.']"
,0
howl's moving castle,"['Sofî', 'Hauru', 'Karushifâ', 'Arechi no Majo', 'Marukuru', 'Koshô', 'Kakashi no Kabu', 'Kokuô', 'Hin', 'Sariman', 'Grandma Sophie', 'Howl', 'Witch of the Waste', 'Madame Suliman', 'Young Sophie', 'Markl', 'Calcifer', 'Lettie']"
,0
naruto: shippuden,"['Iruka, Shino, Madara, Obito', 'Naruto Uzumaki', 'Naruto Uzumaki', 'Sakura Haruno', 'Sakura Haruno', 'Kakashi Hatake', 'Kakashi Hatake', 'Kiba Inuzuka', 'Sasuke Uchiha', 'Sasuke Uchiha', 'Tsunade, The Fifth Hokage', 'Tsunade, The Fifth Hokage', 'Ino Yamanaka', 'Orochimaru', 'Hinata Hyuga', 'Shikamaru Nara', 'Shikamaru Nara', 'Yamato']"
,0
heavenly delusion,"['Dr. Sawatari', 'Maru', 'Kiruko', 'Tokio', 'Shiro', 'Kona', 'Sawatari', 'Mina', 'Mimihime', 'Shiro', 'Kuku', 'Taka', 'Anzu', 'Encho', 'Aoshima', 'Nanaki', 'Director', 'Additional Voices']"
,0
suzume,"['Suzume Iwato', 'Souta Munakata', 'Tamaki Iwato', 'Minoru Okabe', 'Rumi Ninomiya', 'Chika Amabe', 'Tsubame Iwato', 'Tomoya Serizawa', 'Daijin', 'Young Suzume', 'Suzume Iwato', 'Sota Munakata', 'Tamaki Iwato', 'Hitsujiro Munakata', 'Minoru Okabe', 'Rumi Ninomiya', 'Chika Amabe', 'Tsubame Iwato']"
,0
american dad!,"['Stan Smith', 'Francine Smith', 'Steve Smith', 'Hayley Smith', 'Klaus', 'Jeff Fischer', 'Snot Lonstein', 'Avery Bullock', 'Principal Lewis', 'Terry Bates', 'Barry Robinson', 'Toshi Yoshida', 'Jackson', 'Dick', 'Buckle', 'Al Tuttle', 'Guy', 'Reginald']"
,0
death note,"['Light Yagami', 'Light Yagami', 'Touta Matsuda', 'Touta Matsuda', 'Shuichi Aizawa', 'Ryuk', 'Soichiro Yagami', 'Soichiro Yagami', 'Shuichi Aizawa', 'L', 'Misa Amane', 'Misa Amane', 'L', 'Ryuk', 'Kanzo Mogi', 'Kanzo Mogi', 'Watari', 'Watari']"
,0
chainsaw man,"['Denji', 'Denji', 'Makima', 'Aki Hayakawa', 'Makima', 'Aki Hayakawa', 'Power', 'Power', 'Himeno', 'Kobeni', 'Himeno', 'Kobeni', 'Arai', 'Arai', 'Pochita', 'Kishibe', 'Samurai Sword', 'Sawatari']"
,0
coco,"['Miguel', 'Héctor', 'Ernesto de la Cruz', 'Mamá Imelda', 'Abuelita', 'Papá', 'Papá Julio', 'Tío Oscar', 'Clerk', 'Plaza Mariachi', 'Mamá Coco', 'Frida Kahlo', 'Tía Rosita', 'Chicharrón', 'Mamá', 'Departures Agent', 'Tía Victoria', 'Tío Berto']"
,0
finding nemo,"['Marlin', 'Dory', 'Nemo', 'Gill', 'Bloat', 'Peach', 'Gurgle', 'Bubbles', 'Deb', 'Jacques', 'Nigel', 'Crush', 'Coral', 'Squirt', 'Mr. Ray', 'Bruce', 'Anchor', 'Chum']"
,0
ladybug & cat noir: awakening,"['Marinette', 'Adrien', 'Gabriel', 'Alya', 'Emilie', 'Chloé', 'La magicienne', 'Le monstre', 'Nadja Chamack', 'Max Kanté', 'Maître Fu', 'Kim Chien Lê', 'Sabrina', 'Nathaniel Kurtzberg', 'Mylene', 'Kim', 'Alya Césaire', 'Sabrina Raincomprix']"
,0
bleach: thousand-year blood war,"['Ichigo Kurosaki', 'Ichigo Kurosaki', 'Yhwach', 'Yhwach', 'Mayuri Kurotsuchi', 'Jushiro Ukitake', 'Soi Fon', 'Genryusai Shigekuni Yamamoto', 'Mayuri Kurotsuchi', 'Genryusai Shigekuni Yamamoto', 'Shunsui Kyoraku', 'Jugram Haschwalth', 'Jugram Haschwalth', 'Orihime Inoue', 'Kisuke Urahara', 'Shunsui Kyoraku', 'Sajin Komamura', 'Renji Abarai']"
,0
gravity falls,"['Dipper Pines', 'Grunkle Stan', 'Mabel Pines', 'Wendy Corduroy', 'Sheriff Blubs', 'Additional Voices', 'Additional Voices', 'Manly Dan', 'Deputy Durland', 'Lazy Susan', 'Toby Determined', 'Grenda', 'Candy Chiu', 'Tyler the Cute Biker', 'Waddles', 'Robbie Valentino', 'Additional Voices', ""Li'l Gideon""]"
,0
